filename	event_labels
lvWU3jvaKUM_250_260	Speech,Fire_alarm
lvXZIJHy8UY_220_230	Chainsaw
lvYqqLtaLFA_90_100	Speech,Car
lv_JoGhFSHM_70_80	Speech,Car
lva5U3mc2-c_20_30	Lawn_mower
lvaC0P85QuI_30_40	Chicken_rooster
lvb0gWpr_o0_160_170	Accordion
lvbpfCHsK-w_310_320	Speech,Basketball_bounce
lvc6cp6JsLM_30_40	Cheering
lvc9N-phtKg_30_40	Speech,Motorcycle
lve0dJAoS2A_0_10	Speech,Helicopter
lvii_5BqQDE_10_20	Speech,Basketball_bounce
lvm_5ojMuHU_30_40	Helicopter
lvnTGx1Lm3c_60_70	Speech,Dog
lvvbc6UQo9E_30_40	Speech,Motorcycle
lw7Ln8ByBdM_10_20	Speech,Car
lw7XiTetkcE_40_50	Blender
lw8IETa82Es_60_70	Speech,Car
lwCuujMHgaE_70_80	Speech,Helicopter
lwLEtnzJMHY_40_50	Motorcycle,Car
lwMcvwnbYt0_310_320	Motorcycle
lwOaqFZFonI_70_80	Speech,Lawn_mower
lwSnpJiLdnc_30_40	Speech,Car
lw_v61r2c-8_90_100	Chicken_rooster
lwb96iGdhZs_210_220	Speech,Baby_laughter
lwcrzAxjUQQ_150_160	Blender
lweOaP0OJM0_0_10	Motorcycle
lwfAW1goLAQ_80_90	Speech,Cat
lwmENjAbe6U_20_30	Speech,Singing
lwmWoWkgbdo_220_230	Cheering,Singing
lwmnA6goJiU_70_80	Speech,Car
lwo9JlurrAs_110_120	Chicken_rooster
lwpgGOYQ1T4_30_40	Speech,Baby_cry_infant_cry
lwtDgDiW0o8_120_130	Speech,Singing
lwtKtBziK2Q_30_40	Speech,Car
lwv1fynLKEI_90_100	Helicopter
lx09conaRnc_40_50	Chicken_rooster
lx0QUnSfT68_30_40	Speech,Car
lx0w2nC4Zcw_0_10	Banjo
lx3Kc4e-qH0_30_40	Cheering
lx5-OPH3HXw_0_10	Chicken_rooster
lx8mEEH9Re4_30_40	Speech,Motorcycle
lxMSPZua4Hk_270_280	Speech,Singing
lxQaM5hnXK8_80_90	Speech,Car
lxRqIokQbng_100_110	Speech,Singing
lxVT6iqlJ2k_27_37	Speech,Cat
lx_mm_yNEiw_170_180	Fire_alarm
lxhvl5Rmpyg_260_270	Vacuum_cleaner
lxiMVygLB10_310_320	Vacuum_cleaner
lxiNkf_wMHM_19_29	Speech,Baby_cry_infant_cry
lxmC4M7S5RI_170_180	Speech,Cat
lxpkP6SQEFk_110_120	Speech,Car
lxvDTBkN3jw_0_7	Speech,Car
ly0Eglb4PzI_30_40	Speech,Chainsaw
ly2Sx1fz1zY_30_40	Speech,Dog
ly33RX9aat4_20_30	Banjo
ly3kkTFkOTg_160_170	Motorcycle,Car
ly5QCa7pkyg_180_190	Cello
ly7IyzMT_fc_160_170	Vacuum_cleaner
ly7KwKeIYfE_30_40	Speech,Baby_laughter
ly97SIYOu58_300_310	Speech,Car
lyBFYq31LTY_4_14	Cheering
lyCOoUm6hNg_20_30	Chicken_rooster
lyJYzh_3KVQ_230_240	Speech,Cheering,Singing
lyVtb_SqsHk_310_320	Frying_(food)
lyVv9NVfbh0_240_250	Helicopter
lycnu7ebv0A_90_100	Speech,Car
lydljHs2ozI_410_420	Vacuum_cleaner
lyhRg8Ma-PU_540_550	Vacuum_cleaner
lykm1FFOBAg_0_10	Cello
lylVqV4NTcc_320_330	Speech,Car
lylhB1tj0qI_40_50	Motorcycle
lytV5-d5ZiE_420_430	Speech,Fire_alarm
lyuULnLsc4w_30_40	Speech,Helicopter
lz6ufXT_Bgo_30_40	Speech,Chicken_rooster
lzGi8oD9_j4_120_130	Chicken_rooster
lzGk9jzg8G8_30_40	Chainsaw
lzK7e2u4Xe8_0_10	Chicken_rooster
lzL1KU8y4lM_0_10	Speech,Car
lzPeVTO1ohA_16_26	Speech,Car
lzV1RNyHSFc_20_30	Vacuum_cleaner
lzVNzb13Tik_30_40	Speech,Violin_fiddle
lzWXjJn6kdA_110_120	Vacuum_cleaner
lzaSTxjjYqQ_150_160	Speech,Dog
lzhqeFyZ0UA_250_260	Cello
lzmIMzulTUg_10_20	Motorcycle
lzs8rwnQsi8_70_80	Motorcycle
lzt0v9roU6g_190_200	Banjo
lztMeyccLoU_30_40	Speech,Violin_fiddle
lztb9dNl4Ck_190_200	Speech,Singing
lztngOV4MmM_150_160	Speech,Fire_alarm
lzyyBVpTN2I_80_90	Motorcycle
m-0RKEktdVI_60_70	Speech,Car
m-4-BAv8cCQ_380_390	Lawn_mower
m-BI8Es0dEM_0_10	Speech,Motorcycle
m-CHMlISYLo_20_30	Speech,Dog
m-DZ7QSO6nI_300_310	Speech,Car
m-Dv7tIgrLM_290_300	Chicken_rooster
m-WxDQs7hpc_490_500	Dog,Speech
m-XEWpTNRNg_0_10	Motorcycle,Car
m-Ztvli0WqQ_120_130	Lawn_mower
m-bCS138mrE_230_240	Speech,Basketball_bounce
m-uigfjntys_30_40	Cheering
m-w9sqVuMVQ_150_160	Motorcycle
m-zOMNnVX78_40_50	Vacuum_cleaner
m067kmfUTAM_10_20	Violin_fiddle,Cello
m08-vVyT0Eg_120_130	Speech,Dog
m09_VonHFwg_40_50	Speech,Car
m0JgrVfG7ko_420_430	Motorcycle
m0MZD8xQGw8_10_20	Chicken_rooster
m0NMJ1Iprxc_60_70	Speech,Chicken_rooster
m0RC5C6Ufz0_50_60	Speech,Singing
m0RmdvHo6Pw_25_35	Speech,Dog
m0aJRw5H4FQ_140_150	Acoustic_guitar,Singing
m0bkTvvkJOE_0_10	Speech,Dog
m0bwB41nHWM_20_30	Chicken_rooster
m0g-zWJJClA_150_160	Banjo
m0hMBR8QeqA_320_330	Acoustic_guitar,Speech
m0kkXBFEoU8_100_110	Lawn_mower
m0lQc3ffgAY_50_60	Speech,Car
m0qtynINS7o_190_200	Speech,Motorcycle
m0tKEVyVIHk_20_30	Motorcycle
m0zHG2dY-JE_90_100	Speech,Car
m10XbuH5LPA_370_380	Speech,Motorcycle
m126p5nm_Zs_50_60	Lawn_mower
m13paqM6kIo_140_150	Speech,Chicken_rooster
m1EJX_O68O8_300_310	Motorcycle
m1FWH65PhLk_110_120	Cello
m1I3-VfD9I0_80_90	Acoustic_guitar,Singing
m1I3HNwvTe4_0_10	Lawn_mower
m1ILlHUGNEY_30_40	Speech,Cat
m1NwL7wBzuQ_30_40	Speech,Baby_cry_infant_cry
m1ToUrnLwJ0_10_20	Vacuum_cleaner
m1bb8DUWPLE_0_10	Chicken_rooster
m1cebgmLQsA_20_30	Cat
m1fAGB8Vh_M_20_30	Speech,Singing
m1iRUlZ_S_g_210_220	Speech,Chicken_rooster
m1jaKNjVBFo_40_50	Speech,Chicken_rooster
m1kyaKhtlnk_40_50	Speech,Cello
m1we0tQ3YFo_30_40	Speech,Fire_alarm
m207G_dFZoM_90_100	Speech,Dog
m23E0cE_7T8_30_40	Speech,Cat
m2459Q02BlY_70_80	Acoustic_guitar,Speech
m27tJQFvgYU_180_190	Speech,Basketball_bounce
m289GfGiqi4_90_100	Speech,Singing
m2D9pNDS46k_90_100	Accordion
m2MhLTwKUek_30_40	Cat
m2OBZqJ8qgI_90_100	Speech,Baby_laughter
m2QXMmlIh0I_30_40	Lawn_mower
m2SNmf9KHtc_380_390	Accordion
m2Sud3hL3Bg_30_40	Accordion
m2UIbae8e6s_60_70	Acoustic_guitar,Speech
m2V2f4EbW1g_60_70	Chainsaw
m2gSiT6pDk8_260_270	Vacuum_cleaner
m2hQUAUq6rM_20_30	Speech,Basketball_bounce
m2loabHhjMM_70_80	Acoustic_guitar,Speech
m2n1fNT5BwY_160_170	Speech,Chainsaw
m2vn7PEgAmo_90_100	Accordion
m2yA-QHPa0E_30_40	Speech,Car
m2yVQF71WXk_40_50	Chainsaw
m315uhLLKjY_10_20	Speech,Singing
m346XjSw31E_20_30	Acoustic_guitar,Speech
m38O9CUf2iU_10_20	Speech,Dog
m3BfUdXcG-U_30_40	Speech,Car
m3DJiOxB-ns_30_40	Telephone_bell_ringing
m3EGBMiyvvs_30_40	Cello
m3FPQl_UUuE_90_100	Chainsaw
m3S-Er_84wg_40_50	Speech,Cheering,Basketball_bounce
m3YVW0h6oLY_180_190	Cello
m3dyY_KhTNE_90_100	Chicken_rooster
m3eCyN-EwQY_140_150	Banjo,Singing
m3z-XeMKRmY_30_40	Speech,Car
m3zSJXmfujE_120_130	Motorcycle
m41TB3_L_fo_30_40	Speech,Dog
m41dH4BqIa8_30_40	Baby_cry_infant_cry
m44ZGpXy5Uw_80_90	Accordion
m4G3Aq_23Kw_250_260	Speech,Frying_(food)
m4NTUhzXmSE_80_90	Speech,Car
m4USJa-HQSM_170_180	Speech,Dog,Cat
m4Us1j039MQ_0_10	Vacuum_cleaner
m4Z_WV_NE8Q_70_80	Speech,Telephone_bell_ringing
m4_MZLLYzKw_60_70	Cheering
m4aIcH6h4MU_30_40	Speech,Helicopter
m4cgoGXTl-4_30_40	Frying_(food)
m4eDaxzsbYU_170_180	Violin_fiddle,Cello
m4hmzdC8Cq0_20_30	Speech,Dog
m4n7glm29B8_0_10	Lawn_mower
m5-qHkBujXs_80_90	Acoustic_guitar,Speech
m50hi3spgZ4_140_150	Speech,Car
m55YIv7sJFI_22_32	Speech,Chicken_rooster
m55so5AWUM4_0_10	Cat
m57CLXFESU0_60_70	Chicken_rooster
m5FGcHTwHdI_30_40	Speech,Car
m5I_M9d80Wg_30_40	Cat
m5IvF38dyD8_120_130	Speech,Car
m5LH2jWPHmo_20_30	Motorcycle
m5OB5C1hl2c_60_70	Frying_(food)
m5REmzwlmOE_70_80	Chicken_rooster
m5ULSy1lWvE_20_30	Cello
m5UzW4ol8-E_20_30	Baby_laughter
m5ZDHJNVGo8_10_20	Chainsaw
m5ZjolmAQYY_240_250	Chicken_rooster
m5ZrOIEwHYw_80_90	Speech,Singing
m5aeJDyYVVA_21_31	Cheering
m5e7Yn0oTs8_0_10	Speech,Dog
m5iRVI0gA8w_0_10	Chicken_rooster
m5kBH27YPcg_0_10	Speech,Car
m6BIyVV-vS4_10_20	Speech,Dog
m6E0en3m2WM_10_20	Motorcycle
m6IMx7XnrAQ_220_230	Speech,Singing
m6InKqxmsco_30_40	Cat
m6Ot4XHhq6s_120_130	Violin_fiddle,Cello
m6Tc154-wgM_30_40	Speech,Car
m6d2TTB8VM0_20_30	Speech,Dog
m6gF_7O8xDA_100_110	Speech,Singing
m6gGG9adw9M_0_10	Speech,Cat
m6gW-msDsWg_390_400	Speech,Motorcycle
m6pjq2Euagg_390_400	Clapping
m6qFwtKcy9A_150_160	Acoustic_guitar,Singing
m6svcmId9OM_30_40	Speech,Baby_cry_infant_cry
m732kHViRC0_0_10	Speech,Baby_laughter
m7BX6jMEYEs_140_150	Motorcycle
m7CYVQ6o2uU_50_60	Banjo
m7DBkA7bzqw_180_190	Speech,Basketball_bounce
m7DtX3-YqB8_40_50	Speech,Dog
m7F5SsuqzAk_40_50	Chainsaw
m7MEx3G7afA_40_50	Chicken_rooster
m7NN_LlHYsM_20_30	Chicken_rooster
m7SDFx_STVQ_70_80	Motorcycle
m7UUBVivzp8_20_30	Speech,Violin_fiddle
m7Zo8E-tQK8_30_40	Motorcycle
m7aToLvQ8ls_10_20	Speech,Dog
m7a_oCOer8Y_30_40	Cello
m7f-0XM6fvw_0_10	Acoustic_guitar,Speech
m7lGojam7LA_260_270	Speech,Car
m7mVr0L5aaw_110_120	Blender
m7pAlfqkAdg_10_20	Motorcycle
m7scQ2sSFRE_80_90	Motorcycle
m7ytBDV_Ln4_50_60	Cello
m8-9eQHic1Y_530_540	Speech,Cat
m81qYw23rIQ_40_50	Accordion
m87mO5m2LmU_50_60	Vacuum_cleaner
m89TDmwFj5I_260_270	Speech,Violin_fiddle
m8GODjhPOpQ_510_520	Telephone_bell_ringing
m8MOZw7Tr6Y_0_10	Clapping,Singing
m8M_37PGwqc_30_40	Speech,Dog
m8SdVJPaE_0_220_230	Cello
m8Tu-7gKy1k_510_520	Speech,Accordion
m8d5hkl0w0Y_20_30	Speech,Baby_laughter
m8di450TpRU_0_10	Chicken_rooster
m8gFUNOlrM0_450_460	Frying_(food)
m8jMfbXd_7I_50_60	Frying_(food)
m8kROJWAUzg_30_40	Speech,Cat
m8kof4j78a8_50_60	Speech,Cat
m8sYN4ghI-c_260_270	Speech,Motorcycle
m8wV38lf2jg_20_30	Speech,Car
m9156AyGIWc_90_100	Violin_fiddle,Cello
m92VCdrn68k_10_20	Speech,Chicken_rooster
m951lTmib8A_140_150	Speech,Car
m98BKPAD-84_20_30	Dog,Speech
m99Wr86L6d0_30_40	Banjo
m9QbrhoBISU_80_90	Speech,Car
m9UvR_rxBTc_0_2	Basketball_bounce
m9WAHBg_NVA_200_210	Speech,Car
m9Zd-bccieM_20_30	Telephone_bell_ringing
m9caDFvU-9Q_190_200	Chainsaw
m9dlsATDx4E_120_130	Speech,Basketball_bounce
m9fAEf5ktv8_100_110	Speech,Car
m9fs3JKaKPA_10_20	Speech,Dog
m9lZ4V6cNyM_110_120	Speech,Car
m9mB_Hb_Ti0_30_40	Speech,Baby_cry_infant_cry
m9nmy2gSJrs_30_40	Motorcycle
m9pCt-AmPT0_0_8	Speech,Car
m9zuCMGMDaI_50_60	Speech,Chicken_rooster
mA1ozN8Sg6g_30_40	Acoustic_guitar,Speech
mAGK_iUOcew_50_60	Chicken_rooster
mAGkd0m7BAQ_60_70	Speech,Violin_fiddle
mAJ67cm4hAY_280_290	Speech,Helicopter
mASUsHjZJEs_20_30	Motorcycle
mATIECydsh0_30_40	Cheering
mAZtD9qsu5U_30_40	Speech,Dog
mAbRziPYEaY_40_50	Speech,Motorcycle
mAbYIGtei20_30_40	Speech,Car
mAgzJ20O_G8_20_30	Speech,Dog
mAjzyC86fGs_60_70	Banjo
mAqtm_iYi3w_30_40	Helicopter
mAtd6zli9vg_20_30	Speech,Dog
mAubNMOxFQQ_410_420	Speech,Basketball_bounce
mAvE7E45RTg_530_540	Cheering,Singing
mAyMLz7vv4w_30_40	Cello
mB3Cjrgc_cU_40_50	Helicopter
mBAEYXzljDs_30_40	Speech,Car
mBHpBWlswqE_580_590	Fire_alarm
mBJjG37lrvg_30_40	Speech,Car
mBJqfEdrzR0_30_40	Banjo
mBMpZq_LyLA_70_80	Banjo
mBNWFEM4Z2s_30_40	Speech,Lawn_mower
mBWAKo0nM4w_20_30	Speech,Dog
mBZoqWV-xVo_4_14	Speech,Car
mBirp8mLuUc_30_40	Cat
mBjtGblFlJA_120_130	Speech,Car
mBv7fHPICxo_0_10	Chicken_rooster
mBvTuZxjXNE_170_180	Speech,Motorcycle
mBwgrVbUIcU_30_40	Speech,Car
mC3Vxz6vbMo_100_110	Speech,Car
mC6jQVjEAXI_30_40	Speech,Baby_cry_infant_cry
mCMziUEHcaA_150_160	Motorcycle
mCeOnBai3cM_470_480	Speech,Dog
mCmjh_EJtb4_30_40	Car,Speech
mCo5SziPLlU_30_40	Speech,Car
mCr7DDkpwyI_0_10	Speech,Car
mCxPHyEoiAk_400_410	Frying_(food)
mCyuwENxb2k_19_29	Speech,Car
mD0pbINaxto_40_50	Cheering
mD2FCV5SlDw_170_180	Speech,Cheering
mD3h2IGFqDo_30_40	Banjo
mD6cSEc_Qw8_30_40	Speech,Basketball_bounce
mD6pS_i6_og_30_40	Banjo
mDBKlj_C_bg_0_10	Speech,Banjo,Violin_fiddle
mDHZiEmfzFw_100_110	Speech,Car
mDKWxJPu33E_10_20	Motorcycle
mDQ-1nY-0oI_150_160	Cheering
mDYEkvh0iNM_120_130	Chainsaw
mDZLs2szNlo_110_120	Speech,Basketball_bounce
mDgwtmT1X6s_300_310	Violin_fiddle,Cello
mDhiMk4l9bs_310_320	Cheering
mDlTf26snKY_40_50	Speech,Chicken_rooster
mDrozQubSLw_70_80	Accordion,Singing
mDt2AILu5Ys_210_220	Banjo,Singing
mDuAnmT6E10_230_240	Violin_fiddle,Cello
mE81e3FHDFA_30_40	Acoustic_guitar,Cello
mEBDFU9nvpE_0_10	Speech,Dog
mEL68q2FRBo_100_110	Singing,Speech
mENtVptHBUo_0_10	Helicopter
mEPan5XPhNo_0_10	Speech,Dog
mEdimsrHf0M_180_190	Speech,Motorcycle
mEeBUF0exZE_90_100	Speech,Car
mEo6CFqyKWg_30_40	Accordion
mEvZ1MSPC5o_10_20	Speech,Dog
mEy_2Tfijf8_40_50	Helicopter
mF510j0PABA_30_40	Speech,Cat
mF9X1XChFIA_370_380	Speech,Basketball_bounce
mFCCUeue6MA_30_40	Chicken_rooster
mFKq1Iv0lp8_120_130	Violin_fiddle,Cello
mFLGXFgRe2g_70_80	Speech,Car
mFPl1w7-VNY_140_150	Speech,Dog
mFSYWsI3-VM_0_10	Cheering
mFUIhAZ4NXc_30_40	Baby_cry_infant_cry
mFXOYhu3Dgc_30_40	Violin_fiddle,Cello
mFYFysy2nAQ_140_150	Speech,Motorcycle
mFdstMBNkAc_180_190	Cheering
mFfFYUupbzQ_18_28	Speech,Dog
mFmkx9akqgI_70_80	Cello
mFoO5AHGagQ_30_40	Motorcycle
mFr66xDAtmM_10_20	Cat
mFsbDX3HSFI_10_20	Speech,Vacuum_cleaner
mFsvJUNGg7E_270_280	Motorcycle
mFu03XageM4_20_30	Speech,Dog
mFuxY-Pknvc_60_70	Banjo
mFwURBjeSn8_30_40	Chainsaw
mFyswYIYqP4_250_260	Helicopter
mG6mNj2tJZs_40_50	Speech,Chicken_rooster
mG8pHCpQcL4_70_80	Speech,Singing
mGD50uQb8cM_70_80	Cat
mGD6gamyX5A_0_10	Speech,Cat
mGcIhQw0d5U_40_50	Speech,Cat
mGiJUIcdTB4_20_30	Accordion
mGlbQM3VQxQ_50_60	Cheering
mGnz5SnArvg_340_350	Cello
mGwywn3NQKk_130_140	Speech,Car
mGzjO3AL_D4_130_140	Speech,Basketball_bounce
mH0qxsxLypw_80_90	Cat
mH276253-Jc_3_13	Cat
mH9btuL9Q3w_30_40	Speech,Baby_cry_infant_cry
mHFUxhgfU5E_20_30	Chicken_rooster
mHQn79jqOYM_30_40	Chicken_rooster
mHXxdveus0E_30_40	Speech,Helicopter
mHcpa2SoFC0_440_450	Speech,Basketball_bounce
mHdJfU5avKM_22_32	Speech,Car
mHekWRPMgQQ_420_430	Motorcycle
mHiMJD0t7RE_70_80	Banjo
mHig-h2K2-w_480_490	Speech,Car
mHmYYuw2lYE_10_20	Motorcycle
mHnvikXi1HI_30_40	Baby_cry_infant_cry
mHpLixRfark_80_90	Speech,Dog
mHrT2uNVwZc_1_11	Speech,Car
mHsHnUaGPGY_10_20	Speech,Dog
mHsnKuUWqFQ_60_70	Cello
mHsq8CQryyU_0_10	Speech,Baby_laughter
mHzo-M_1HWw_30_40	Speech,Motorcycle
mI2FWWzGE34_70_80	Speech,Helicopter
mI2P76hEzGg_0_10	Baby_laughter
mI58U6PzLDo_30_40	Speech,Helicopter
mIACseoWt4c_30_40	Speech,Car
mIBWsa8mEzQ_10_20	Speech,Accordion
mIEu7SUa3V0_280_290	Banjo
mIGikTEfIfs_11_21	Speech,Car
mIJ1pJ064L8_60_70	Motorcycle
mIQ2_EOHwLk_170_180	Speech,Vacuum_cleaner
mIQtUbZ28OM_250_260	Violin_fiddle,Cello
mISHwK2s0nI_30_40	Speech,Lawn_mower,Motorcycle
mIf7wayyDhc_230_240	Speech,Singing
mIi-BTmwxMo_60_70	Basketball_bounce
mIjwZZ63qNA_80_90	Speech,Singing
mIl6MvpmmDI_380_390	Frying_(food)
mImmXFMNWkI_80_90	Basketball_bounce
mInCZEfouNU_20_30	Cat
mIoHCIDSuO8_60_70	Basketball_bounce
mIrBoBrWQx4_130_140	Speech,Dog
mIrnFKHz1NA_30_40	Speech,Clapping
mIsIMkGK1R8_30_40	Speech,Baby_cry_infant_cry
mIwnCANq_cM_0_10	Basketball_bounce
mJ4k1I-_bRU_140_150	Speech,Dog
mJ7Xh422_KM_230_240	Motorcycle
mJ7s_2oLekg_280_290	Motorcycle
mJKjU_IQgvI_310_320	Helicopter
mJV9h_wnTRw_110_120	Acoustic_guitar,Singing
mJ_xe6hK2BI_10_20	Speech,Basketball_bounce
mJay50csvOw_40_50	Speech,Clapping
mJdmGSimmEg_300_310	Cello
mJjERurfxxw_10_20	Speech,Motorcycle
mJjz2o6NC-U_190_200	Frying_(food)
mJvONFsJ4uM_5_15	Speech,Motorcycle
mK-KS9OfG0s_30_40	Speech,Cat
mK9o-TPz2M0_80_90	Helicopter
mKCZQl0IsRI_280_290	Acoustic_guitar,Speech
mKCxdwuS4Zs_110_120	Acoustic_guitar,Singing
mKFbiljO-ow_10_20	Speech,Car
mKIapkfnAGY_130_140	Accordion
mKN-VaO90yM_17_27	Speech,Helicopter
mKZAUxUSBUs_100_110	Speech,Singing
mKaj-5wdOpw_17_27	Speech,Car
mKdf6Td6a6g_11_21	Speech,Car
mKhdRT-GhSE_90_100	Frying_(food)
mKhz_xKma9w_30_40	Speech,Car
mKr04dczE8I_140_150	Accordion
mKr0ORq4CuM_30_40	Speech,Car
mKrwdXQGgyE_50_60	Cheering
mKtQLhYPJHw_24_34	Speech,Car
mKvFrBqQgDQ_30_40	Speech,Car
mKvNy9yMqDw_230_240	Cello
mKySYoDQljU_170_180	Accordion
mKyjq5D4rxE_29_39	Motorcycle
mKzBk2IPDvs_390_400	Speech,Singing
mLB7OGAtm58_90_100	Accordion
mLF5bCaTdpI_240_250	Speech,Singing
mLJewBsHWKc_210_220	Accordion
mLMCcz-uyNM_210_220	Speech,Basketball_bounce
mLT8t3il0qA_40_50	Motorcycle
mLa-qcygTmY_540_550	Chicken_rooster
mLgqkSN0Izg_500_510	Speech,Blender
mLiVFz0cU9E_30_40	Banjo
mLtjakk7CvM_260_270	Speech,Car
mLy7r2kQ4CM_0_10	Speech,Helicopter
mM1gt90p1PE_0_10	Speech,Telephone_bell_ringing
mM3jXRuj4xo_30_40	Speech,Cat
mM9ZwUOPzXU_260_270	Cello
mMB9RwN-uCk_140_150	Banjo
mMBRJ9WshF0_30_40	Baby_cry_infant_cry
mMM8go9n2Cs_140_150	Chainsaw
mMQnPm7FJgc_230_240	Motorcycle
mMRkGDgsjSU_250_260	Speech,Frying_(food)
mMSFnX-cULY_10_20	Speech,Car
mMddJHMtFa8_50_60	Chicken_rooster
mMfxREa5v9g_500_510	Speech,Car
mMh4tGadMwM_190_200	Acoustic_guitar,Speech
mMiw8s9hTWs_10_20	Cheering
mMm2Zzi15xY_190_200	Speech,Cheering
mMr5ANqO9TU_0_8	Speech,Baby_cry_infant_cry
mMwGJ_zHhsw_190_200	Cello
mMwsPbV2bY4_30_40	Speech,Motorcycle
mMxWnR5UUDY_0_10	Speech,Violin_fiddle
mN1PEmdtuBo_10_20	Speech,Dog
mN5MsgHQMAI_200_210	Motorcycle
mN85fqWlsMc_10_20	Speech,Dog
mNG8vY9wQLM_80_90	Cheering
mNKMr_K2JG8_80_90	Speech,Basketball_bounce
mNQoLNkb4HU_30_40	Speech,Clapping
mNSPbwttpKM_0_10	Chicken_rooster
mNTj9XGwzYU_0_10	Basketball_bounce
mNUIir44Ofs_27_37	Motorcycle
mNUYp3SIlQ8_30_40	Speech,Baby_cry_infant_cry
mNhYS49kILI_60_70	Helicopter
mNwwqXQTivc_80_90	Speech,Car
mNy0uOEpuuE_480_490	Speech,Car
mNy5MUvEKbY_50_60	Speech,Dog
mO-3OzAuiRE_20_30	Speech,Car
mO-Lof_uUsQ_12_22	Speech,Dog
mO30NVQx-cI_50_60	Speech,Chicken_rooster
mO3t2moH99Y_250_260	Acoustic_guitar,Speech
mO6PXTUFkaM_0_10	Helicopter
mOAgE_PTzc8_80_90	Speech,Dog
mOFJrPairrQ_30_40	Baby_cry_infant_cry
mOKmK7naCoo_310_320	Chainsaw
mOMJXtkZeP8_20_30	Chicken_rooster
mOPDIKfulgg_360_370	Blender
mOQxVVmh6nI_30_40	Speech,Cat
mOUDraRHVFw_50_60	Speech,Dog
mOY9oHIBhb0_320_330	Speech,Frying_(food)
mOeDn9gj3YE_160_170	Speech,Dog
mOi47UcyfC4_40_50	Speech,Dog
mOiZfnCaT4U_50_60	Speech,Car
mOj_TMJj1Zg_300_310	Speech,Basketball_bounce
mOkvjKRfWVA_390_400	Motorcycle
mOmJi93VycQ_60_70	Accordion
mOnoE14Yrsw_460_470	Accordion
mOnrtJEW5Vg_30_40	Speech,Cat
mOsTNQeGV9I_500_510	Cello
mP-QCfUJ0W4_120_130	Speech,Singing
mP8PkfAG25s_30_40	Accordion
mP97BxJStJM_10_20	Speech,Car
mPFlcmSh55k_190_200	Cheering
mPGx75-VTK8_70_80	Speech,Car
mPLv5uvMM90_210_220	Chicken_rooster
mPMZBQ6WlmE_110_120	Motorcycle
mPP75Ke_RdI_30_40	Accordion
mPZMmIwM42M_120_130	Cheering
mPbiIW9sepY_370_380	Chainsaw
mPec1G00n4Q_110_120	Blender
mPjZI3LbYLA_460_470	Accordion
mPnxgW7k_4s_30_40	Speech,Singing
mPqBU2Qiljk_590_600	Motorcycle
mPsT__np_Mg_90_100	Speech,Dog
mQ4VnVZkTQM_10_20	Speech,Car
mQ4rf9ZiWxE_30_40	Motorcycle
mQMHQvVF5s4_200_210	Motorcycle,Car
mQMXI3einIc_190_200	Banjo
mQNEQk-xbu0_170_180	Acoustic_guitar,Banjo,Speech
mQRi5yMjEYQ_80_90	Speech,Car
mQUg3g1nQug_20_30	Speech,Dog
mQYuJKR412w_320_330	Violin_fiddle,Cello
mQZVDNIxF3w_60_70	Speech,Helicopter
mQcQSJVmDX4_30_40	Chicken_rooster
mQd0fA-r3hM_19_29	Speech,Baby_cry_infant_cry
mQdYPE128d0_30_40	Motorcycle
mQi-RcqcI14_350_360	Violin_fiddle,Cello
mQxudcxf6LE_90_100	Cello
mR7hXtkp5z8_30_40	Speech,Car
mR8CrgvP3VI_360_370	Speech,Car
mR9FIPExu_E_120_130	Speech,Cat
mREc-d7uHj4_590_600	Speech,Car
mRJ-jlrqc-8_10_20	Speech,Dog
mRNWBJkGJvQ_0_6	Cat
mRPNbZMRdEI_30_40	Speech,Car
mRPZ84Ich-s_30_40	Speech,Baby_cry_infant_cry
mRSA9hG17f4_30_40	Accordion
mRSAoBtjLjI_10_20	Clapping
mRTGqOQGToI_80_90	Motorcycle
mRU1VjCwnRU_20_30	Motorcycle
mRVCyWQR0CA_22_32	Speech,Dog
mRVO555HtTk_40_50	Cheering
mRVPQE2af4Y_30_40	Speech,Helicopter
mRVo5GVNM0o_110_120	Speech,Accordion
mRWquGbTqss_160_170	Speech,Car
mRXoDG9bp64_30_40	Motorcycle
mR_DIFsaoQI_0_10	Speech,Car
mRbpUe2do0E_0_10	Motorcycle
mRkLKNj0vso_490_500	Speech,Car
mRtVmsDZh4Y_20_30	Violin_fiddle,Cello
mRwhxHfv_bI_0_10	Chicken_rooster
mRzINAwH-04_410_420	Speech,Car
mS-szyoeuUI_110_120	Speech,Car
mS0_R74_1ws_190_200	Chicken_rooster
mS5Y_0B6Gyk_20_30	Motorcycle
mS6qs3G1RL8_60_70	Speech,Telephone_bell_ringing
mSEXELijk7Y_30_40	Accordion
mSHaGsjsP4k_0_10	Cello
mSJZjohOon4_140_150	Speech,Car
mSSnkAorimo_30_40	Banjo
mSYXl3BLpsU_28_38	Motorcycle
mSZ1dsCeEk8_510_520	Cello
mSkgAJW4LQg_390_400	Speech,Helicopter
mSlu2cL3aVA_50_60	Speech,Dog
mSnZ89tNSsM_110_120	Chicken_rooster
mSol7UJAyyE_30_40	Speech,Dog
mSudMBS3uBI_580_590	Chainsaw
mT49XQjXEvY_0_10	Chicken_rooster
mTCRR8YHbKk_440_450	Chicken_rooster
mTDHiFUcSNM_230_240	Motorcycle
